1	0.000		#  SP56	Aug-2004
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.700			
1	0.000		#  SP57	Sep-2004
2	0.950			
3	0.661			
4	0.125			
5	0.927			
6	0.500			
1	0.000		#  SP58	Oct-2004
2	0.945			
3	0.894			
4	0.125			
5	0.927			
6	0.300			
1	0.000		#  SP59	Nov-2004
2	0.000			
3	0.954			
4	0.125			
5	0.927			
6	0.200			
1	0.000		#  SP60	Dec-2004
2	0.000			
3	0.957			
4	0.125			
5	0.926			
6	0.200			
1	0.000		#  SP61	Jan-2005
2	0.822			
3	0.957			
4	0.125			
5	0.777			
6	0.200			
1	0.000		#  SP62	Feb-2005
2	0.822			
3	0.845			
4	0.125			
5	0.783			
6	0.400			
1	0.221		#  SP63	Mar-2005
2	0.860			
3	0.000			
4	0.125			
5	0.835			
6	0.600			
1	0.485		#  SP64	Apr-2005
2	0.908			
3	0.000			
4	0.125			
5	0.887			
6	0.700			
1	0.846		#  SP65	May-2005
2	0.940			
3	0.000			
4	0.125			
5	0.924			
6	0.800			
1	0.914		#  SP66	Jun-2005
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.900			
1	0.000		#  SP67	Jul-2005
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.900			
1	0.000		#  SP68	Aug-2005
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.700			
1	0.000		#  SP69	Sep-2005
2	0.950			
3	0.661			
4	0.125			
5	0.927			
6	0.500			
1	0.000		#  SP70	Oct-2005
2	0.945			
3	0.894			
4	0.125			
5	0.927			
6	0.300			
1	0.000		#  SP71	Nov-2005
2	0.000			
3	0.954			
4	0.125			
5	0.927			
6	0.200			
1	0.000		#  SP72	Dec-2005
2	0.000			
3	0.957			
4	0.125			
5	0.926			
6	0.200			
1	0.000		#  SP73	Jan-2006
2	0.822			
3	0.957			
4	0.125			
5	0.777			
6	0.200			
1	0.000		#  SP74	Feb-2006
2	0.822			
3	0.845			
4	0.125			
5	0.783			
6	0.400			
1	0.221		#  SP75	Mar-2006
2	0.860			
3	0.000			
4	0.125			
5	0.835			
6	0.600			
1	0.485		#  SP76	Apr-2006
2	0.908			
3	0.000			
4	0.125			
5	0.887			
6	0.700			
1	0.846		#  SP77	May-2006
2	0.940			
3	0.000			
4	0.125			
5	0.924			
6	0.800			
1	0.914		#  SP78	Jun-2006
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.900			
1	0.000		#  SP79	Jul-2006
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.900			
1	0.000		#  SP80	Aug-2006
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.700			
1	0.000		#  SP81	Sep-2006
2	0.950			
3	0.661			
4	0.125			
5	0.927			
6	0.500			
1	0.000		#  SP82	Oct-2006
2	0.945			
3	0.894			
4	0.125			
5	0.927			
6	0.300			
1	0.000		#  SP83	Nov-2006
2	0.000			
3	0.954			
4	0.125			
5	0.927			
6	0.200			
1	0.000		#  SP84	Dec-2006
2	0.000			
3	0.957			
4	0.125			
5	0.926			
6	0.200			
1	0.000		#  SP85	Jan-2007
2	0.822			
3	0.957			
4	0.125			
5	0.777			
6	0.200			
1	0.000		#  SP86	Feb-2007
2	0.822			
3	0.845			
4	0.125			
5	0.783			
6	0.400			
1	0.221		#  SP87	Mar-2007
2	0.860			
3	0.000			
4	0.125			
5	0.835			
6	0.600			
1	0.485		#  SP88	Apr-2007
2	0.908			
3	0.000			
4	0.125			
5	0.887			
6	0.700			
1	0.846		#  SP89	May-2007
2	0.940			
3	0.000			
4	0.125			
5	0.924			
6	0.800			
1	0.914		#  SP90	Jun-2007
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.900			
1	0.000		#  SP91	Jul-2007
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.900			
1	0.000		#  SP92	Aug-2007
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.700			
1	0.000		#  SP93	Sep-2007
2	0.950			
3	0.661			
4	0.125			
5	0.927			
6	0.500			
1	0.000		#  SP94	Oct-2007
2	0.945			
3	0.894			
4	0.125			
5	0.927			
6	0.300			
1	0.000		#  SP95	Nov-2007
2	0.000			
3	0.954			
4	0.125			
5	0.927			
6	0.200			
1	0.000		#  SP96	Dec-2007
2	0.000			
3	0.957			
4	0.125			
5	0.926			
6	0.200			
1	0.000		#  SP97	Jan-2008
2	0.822			
3	0.957			
4	0.125			
5	0.777			
6	0.200			
1	0.000		#  SP98	Feb-2008
2	0.822			
3	0.845			
4	0.125			
5	0.783			
6	0.400			
1	0.221		#  SP99	Mar-2008
2	0.860			
3	0.000			
4	0.125			
5	0.835			
6	0.600			
1	0.485		#  SP100	Apr-2008
2	0.908			
3	0.000			
4	0.125			
5	0.887			
6	0.700			
1	0.846		#  SP101	May-2008
2	0.940			
3	0.000			
4	0.125			
5	0.924			
6	0.800			
1	0.914		#  SP102	Jun-2008
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.900			
1	0.000		#  SP103	Jul-2008
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.900			
1	0.000		#  SP104	Aug-2008
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.700			
1	0.000		#  SP105	Sep-2008
2	0.950			
3	0.661			
4	0.125			
5	0.927			
6	0.500			
1	0.000		#  SP106	Oct-2008
2	0.945			
3	0.894			
4	0.125			
5	0.927			
6	0.300			
1	0.000		#  SP107	Nov-2008
2	0.000			
3	0.954			
4	0.125			
5	0.927			
6	0.200			
1	0.000		#  SP108	Dec-2008
2	0.000			
3	0.957			
4	0.125			
5	0.926			
6	0.200			
1	0.000		#  SP109	Jan-2009
2	0.822			
3	0.957			
4	0.125			
5	0.777			
6	0.200			
1	0.000		#  SP110	Feb-2009
2	0.822			
3	0.845			
4	0.125			
5	0.783			
6	0.400			
1	0.221		#  SP111	Mar-2009
2	0.860			
3	0.000			
4	0.125			
5	0.835			
6	0.600			
1	0.485		#  SP112	Apr-2009
2	0.908			
3	0.000			
4	0.125			
5	0.887			
6	0.700			
1	0.846		#  SP113	May-2009
2	0.940			
3	0.000			
4	0.125			
5	0.924			
6	0.800			
1	0.914		#  SP114	Jun-2009
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.900			
1	0.000		#  SP115	Jul-2009
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.900			
1	0.000		#  SP116	Aug-2009
2	0.950			
3	0.000			
4	0.125			
5	0.927			
6	0.700			
1	0.000		#  SP117	Sep-2009
2	0.950			
3	0.661			
4	0.125			
5	0.927			
6	0.500			
1	0.000		#  SP118	Oct-2009
2	0.945			
3	0.894			
4	0.125			
5	0.927			
6	0.300			
1	0.000		#  SP119	Nov-2009
2	0.000			
3	0.954			
4	0.125			
5	0.927			
6	0.200			
1	0.000		#  SP120	Dec-2009
2	0.000			
3	0.957			
4	0.125			
5	0.926			
6	0.200			
